id	gene	deltaPSI	deltaPSIc	z	p	q
chr10_105155503_105155780_-	USMG5	0.07	0.075	1.57	1.24	0
chr8_144671161_144672251_-	EEF1D	0.02	0.015	0.3	0.42	0
chr8_144671161_144672630_-	EEF1D	0.02	0.015	0.3	0.42	0
chr10_105155503_105155789_-	USMG5	0.07	0.075	1.57	1.24	0
chr9_33270621_33270714_+	CHMP5	-0.01	-0.005	-0.12	0.34	0
chr17_17165360_17165420_-	COPS3	-0.02	-0.015	-0.33	0.43	0
chr13_76104250_76104402_-	COMMD6	0.01	0.015	0.3	0.42	0
chr13_76111518_76111754_-	COMMD6	0.02	0.025	0.51	0.52	0
chr2_136740967_136741024_-	DARS	-0.02	-0.015	-0.33	0.43	0
chr17_33927956_33928090_+	AP2B1	0.04	0.045	0.94	0.76	0
chr17_33928005_33928090_+	AP2B1	0.01	0.015	0.3	0.42	0
chr1_115292442_115292828_-	CSDE1	-0.01	-0.005	-0.12	0.34	0
chr5_56546781_56546968_+	GPBP1	-0.01	-0.005	-0.12	0.34	0
chr10_106025842_106025948_+	GSTO1	-0.01	-0.005	-0.12	0.34	0
chr10_70546303_70546449_+	CCAR1	-0.01	0.005	0.09	0.33	0
chr5_60394819_60394859_+	NDUFAF2	-0.03	-0.025	-0.55	0.54	0
chr12_10761876_10761982_-	MAGOHB	0.06	0.065	1.36	1.06	0
chr9_70875773_70875912_+	CBWD3	-0.01	0.015	0.3	0.42	0
chr6_88234275_88234370_-	RARS2	-0.01	0.005	0.09	0.33	0
chr5_115176515_115176631_-	ATG12	0.08	0.085	1.79	1.44	0
chr17_38556781_38556915_-	TOP2A	-0.01	-0.005	-0.12	0.34	0
chr1_235299349_235299388_-	ARID4B	-0.01	-0.005	-0.12	0.34	0
chr5_61687998_61688061_-	DIMT1	-0.04	-0.035	-0.76	0.65	0
chr20_42338603_42338702_+	MYBL2	-0.01	-0.005	-0.12	0.34	0
chr8_48879925_48880045_+	MCM4	0.01	0.015	0.3	0.42	0
chr1_235323826_235323962_-	RBM34	-0.11	-0.105	-2.24	1.9	0.19
chr1_235323826_235323962_-	ARID4B	-0.11	-0.105	-2.24	1.9	0.19
chr20_21314575_21314632_+	XRN2	0.01	0.015	0.3	0.42	0
chr19_35993038_35993085_-	DMKN	-0.01	-0.005	-0.12	0.34	0
chr16_70365625_70365787_+	DDX19B	-0.01	-0.005	-0.12	0.34	0
chr2_32248961_32249325_-	DPY30	-0.01	-0.005	-0.12	0.34	0
chr10_70915568_70915643_+	VPS26A	-0.06	-0.055	-1.18	0.92	0
chr6_13799065_13799136_-	MCUR1	-0.01	-0.005	-0.12	0.34	0
chr12_10875449_10875911_-	YBX3	-0.01	-0.005	-0.12	0.34	0
chr6_31506707_31506716_-	DDX39B	0.01	0.015	0.3	0.42	0
chr18_48443717_48443878_+	ME2	-0.01	-0.005	-0.12	0.34	0
chr12_64811826_64811895_+	XPOT	-0.01	-0.005	-0.12	0.34	0
chr3_180651122_180651174_+	FXR1	-0.01	-0.005	-0.12	0.34	0
chr5_148897357_148897440_-	CSNK1A1	0.03	0.035	0.73	0.63	0
chr9_15479589_15479685_-	PSIP1	-0.05	-0.045	-0.97	0.78	0
chr11_110118428_110118558_-	RDX	-0.01	-0.005	-0.12	0.34	0
chr1_146751699_146751864_+	CHD1L	-0.07	-0.055	-1.18	0.92	0
chr1_146756024_146756172_+	CHD1L	0.03	0.045	0.94	0.76	0
chr2_63822557_63822653_+	MDH1	-0.04	-0.035	-0.76	0.65	0
chr12_6602224_6602764_-	MRPL51	0.02	0.025	0.51	0.52	0
chr5_69372348_69372533_+	SMN2	0.03	0.035	0.73	0.63	0
chr5_69372846_69372987_+	SMN2	-0.04	-0.035	-0.76	0.65	0
chr5_69372846_69373419_+	SMN2	-0.04	-0.035	-0.76	0.65	0
chr7_26241313_26241446_+	CBX3	-0.05	-0.045	-0.97	0.78	0
chr5_69372846_69373423_+	SMN2	-0.04	-0.035	-0.76	0.65	0
chr9_125054028_125054119_+	MRRF	-0.01	-0.005	-0.12	0.34	0
chr16_81117851_81118199_-	GCSH	-0.01	-0.005	-0.12	0.34	0
chr6_127637079_127637119_-	ECHDC1	0.05	0.055	1.15	0.9	0
chr16_28399829_28400019_-	EIF3CL	-0.01	-0.015	-0.33	0.43	0
chr10_71921375_71921494_-	SAR1A	-0.01	-0.005	-0.12	0.34	0
chr2_15768569_15768641_+	DDX1	-0.02	-0.015	-0.33	0.43	0
chr2_15768762_15768834_+	DDX1	-0.06	-0.055	-1.18	0.92	0
chr2_15768921_15768963_+	DDX1	-0.04	-0.035	-0.76	0.65	0
chr13_20283682_20283739_-	PSPC1	-0.22	-0.205	-4.36	5.19	2.47
chr17_35978337_35978429_-	DDX52	-0.01	-0.005	-0.12	0.34	0
chr17_47484121_47484216_-	PHB	0.01	0.005	0.09	0.33	0
chr6_4119420_4119509_-	ECI2	-0.03	-0.035	-0.76	0.65	0
chr5_70242534_70242642_+	SMN1	0.03	0.035	0.73	0.63	0
chr11_75116658_75116672_+	RPS3	-0.01	-0.005	-0.12	0.34	0
chr1_182356266_182356427_-	GLUL	-0.01	-0.005	-0.12	0.34	0
chr19_36142147_36142251_+	COX6B1	0.01	0.015	0.3	0.42	0
chr10_76973779_76973828_+	VDAC2	-0.01	-0.005	-0.12	0.34	0
chr11_75116658_75116928_+	RPS3	-0.01	-0.005	-0.12	0.34	0
chr19_18675944_18676000_+	KXD1	-0.01	-0.005	-0.12	0.34	0
chr5_130496349_130496577_-	HINT1	0.04	0.045	0.94	0.76	0
chr5_130498055_130498170_-	HINT1	0.06	0.065	1.36	1.06	0
chr2_203160397_203160560_+	NOP58	-0.03	-0.025	-0.55	0.54	0
chr9_133572969_133573014_+	EXOSC2	-0.01	-0.005	-0.12	0.34	0
chr17_61907493_61907549_+	PSMC5	-0.01	-0.005	-0.12	0.34	0
chr1_76199213_76199313_+	ACADM	-0.05	-0.045	-0.97	0.78	0
chr1_76254844_76255041_+	RABGGTB	-0.02	-0.005	-0.12	0.34	0
chr1_76255637_76255742_+	RABGGTB	-0.01	0.005	0.09	0.33	0
chr16_28725642_28725767_+	EIF3C	-0.01	-0.005	-0.12	0.34	0
chr3_101298433_101298848_+	PCNP	0.02	0.025	0.51	0.52	0
chr9_127624189_127624194_-	RPL35	-0.01	-0.015	-0.33	0.43	0
chr10_120081817_120081923_-	FAM204A	0.05	0.055	1.15	0.9	0
chr12_69042479_69042561_+	RAP1B	-0.01	-0.005	-0.12	0.34	0
chr10_120094908_120094938_-	FAM204A	-0.04	-0.035	-0.76	0.65	0
chr17_17165280_17165420_-	COPS3	-0.01	-0.005	-0.12	0.34	0
chr17_30267441_30267505_+	SUZ12	-0.01	0.005	0.09	0.33	0
chr14_67843156_67843307_+	EIF2S1	-0.01	-0.005	-0.12	0.34	0
chr12_16036475_16036610_+	STRAP	-0.01	-0.005	-0.12	0.34	0
chr19_4499488_4499716_+	HDGFRP2	-0.01	-0.005	-0.12	0.34	0
chr7_30665850_30665935_+	GARS	-0.01	-0.005	-0.12	0.34	0
chr11_77340808_77340944_-	CLNS1A	-0.01	-0.005	-0.12	0.34	0
chr10_121275021_121275164_-	RGS10	0.02	0.015	0.3	0.42	0
chr1_242052767_242053241_+	EXO1	-0.01	-0.005	-0.12	0.34	0
chr19_48250224_48250288_+	GLTSCR2	-0.02	-0.015	-0.33	0.43	0
chr6_32942798_32942889_+	BRD2	0.1	0.105	2.21	1.87	0.19
chr8_26196406_26196503_+	PPP2R2A	-0.01	-0.005	-0.12	0.34	0
chr8_26216423_26216548_+	PPP2R2A	0.01	0.015	0.3	0.42	0
chr1_24298063_24298113_-	SRSF10	-0.13	-0.115	-2.46	2.16	0.34
chr8_26218490_26218667_+	PPP2R2A	-0.01	-0.005	-0.12	0.34	0
chr8_26220200_26220364_+	PPP2R2A	-0.01	-0.005	-0.12	0.34	0
chr5_115176194_115176309_-	ATG12	0.04	0.045	0.94	0.76	0
chr6_149833291_149833438_-	PPIL4	-0.01	-0.005	-0.12	0.34	0
chr6_149838490_149838586_-	PPIL4	-0.06	-0.055	-1.18	0.92	0
chr14_58727677_58727738_+	PSMA3	-0.03	-0.025	-0.55	0.54	0
chr14_58727687_58727738_+	PSMA3	-0.03	-0.025	-0.55	0.54	0
chr5_10254878_10254950_+	CCT5	0.01	0.015	0.3	0.42	0
chr5_37307399_37307534_-	NUP155	-0.09	-0.085	-1.82	1.46	0.01
chr17_45742423_45742524_+	KPNB1	-0.01	-0.005	-0.12	0.34	0
chr6_10703638_10703690_+	PAK1IP1	-0.03	-0.025	-0.55	0.54	0
chr9_69262334_69262536_-	CBWD6	-0.01	0.005	0.09	0.33	0
chr17_45754386_45754493_+	KPNB1	-0.02	-0.015	-0.33	0.43	0
chr5_68660570_68661581_-	TAF9	0.01	0.015	0.3	0.42	0
chrX_123195621_123195724_+	STAG2	-0.01	-0.005	-0.12	0.34	0
chrX_123196752_123196844_+	STAG2	-0.01	-0.005	-0.12	0.34	0
chrX_123196966_123197055_+	STAG2	-0.01	-0.005	-0.12	0.34	0
chrX_131203506_131203691_+	MST4	-0.01	-0.005	-0.12	0.34	0
chr11_47447668_47447749_-	PSMC3	0.01	0.015	0.3	0.42	0
chr5_162898191_162898277_+	HMMR	-0.03	-0.025	-0.55	0.54	0
chr5_134686513_134686603_-	H2AFY	0.02	0.025	0.51	0.52	0
chr6_44393840_44393920_+	CDC5L	0.01	0.015	0.3	0.42	0
chr2_170677602_170677783_-	METTL5	-0.01	-0.005	-0.12	0.34	0
chr5_134696187_134696297_-	H2AFY	0.03	0.035	0.73	0.63	0
chrX_123211807_123211908_+	STAG2	-0.01	-0.005	-0.12	0.34	0
chr9_70432923_70433052_-	CBWD5	-0.04	-0.015	-0.33	0.43	0
chr17_39985082_39985204_-	NT5C3B	-0.09	-0.085	-1.82	1.46	0.01
chr7_42966135_42966267_-	PSMA2	-0.01	-0.005	-0.12	0.34	0
chr17_17165334_17165420_-	COPS3	-0.02	-0.015	-0.33	0.43	0
chr5_74069693_74069885_+	NSA2	0.01	0.015	0.3	0.42	0
chr9_70445953_70446004_-	CBWD5	-0.04	-0.025	-0.55	0.54	0
chr9_70457087_70457143_-	CBWD5	-0.04	-0.025	-0.55	0.54	0
chr1_150201405_150201447_-	ANP32E	-0.15	-0.145	-3.09	3	0.81
chr1_150201405_150201570_-	ANP32E	-0.07	-0.065	-1.4	1.09	0
chr1_150202906_150203028_-	ANP32E	-0.01	-0.005	-0.12	0.34	0
chr18_77736718_77736787_-	TXNL4A	0.01	0.015	0.3	0.42	0
chr6_86346961_86347074_-	SYNCRIP	-0.02	-0.015	-0.33	0.43	0
chr19_38866800_38866887_+	PSMD8	-0.02	-0.015	-0.33	0.43	0
chr9_70472572_70472659_-	CBWD5	0.16	0.185	3.91	4.34	1.78
chr4_71697256_71697391_-	GRSF1	-0.04	-0.035	-0.76	0.65	0
chr10_75147447_75147541_-	ANXA7	-0.02	-0.015	-0.33	0.43	0
chr4_122731122_122731254_+	EXOSC9	-0.03	-0.025	-0.55	0.54	0
chrX_153197524_153197568_-	NAA10	-0.01	-0.015	-0.33	0.43	0
chr1_17359555_17359640_-	SDHB	-0.01	-0.005	-0.12	0.34	0
chr5_61687544_61687833_-	DIMT1	0.01	0.015	0.3	0.42	0
chr16_75670352_75670445_-	KARS	-0.01	-0.005	-0.12	0.34	0
chr1_150598955_150599002_-	ENSA	0.01	0.015	0.3	0.42	0
chr5_69321361_69321558_+	SERF1B	0.02	0.025	0.51	0.52	0
chrX_16876799_16876945_-	RBBP7	-0.01	-0.005	-0.12	0.34	0
chr19_49605371_49605442_+	SNRNP70	0.06	0.055	1.15	0.9	0
chr2_219104114_219104207_+	ARPC2	-0.01	-0.005	-0.12	0.34	0
chr1_46072154_46072204_+	NASP	-0.03	-0.025	-0.55	0.54	0
chr1_28534853_28534924_-	DNAJC8	0.01	0.015	0.3	0.42	0
chr20_34297146_34297196_-	RBM39	-0.01	0.005	0.09	0.33	0
chr6_111320914_111320990_+	RPF2	-0.02	-0.015	-0.33	0.43	0
chr7_44608729_44608802_-	DDX56	-0.01	-0.005	-0.12	0.34	0
chr5_179134133_179134191_+	CANX	-0.01	-0.005	-0.12	0.34	0
chr16_31198123_31198157_+	FUS	-0.06	-0.045	-0.97	0.78	0
chrX_131206296_131206389_+	MST4	-0.03	-0.025	-0.55	0.54	0
chrX_131206841_131206903_+	MST4	0.01	0.015	0.3	0.42	0
chr16_70367424_70369186_+	DDX19B	0.01	0.015	0.3	0.42	0
chr19_35996841_35996951_-	DMKN	-0.04	-0.035	-0.76	0.65	0
chr17_42114230_42114470_-	LSM12	0.01	0.015	0.3	0.42	0
chr3_180693101_180693192_+	FXR1	0.05	0.055	1.15	0.9	0
chr5_69366468_69366578_+	SMN2	-0.04	-0.035	-0.76	0.65	0
chr9_80919651_80919856_+	PSAT1	0.01	0.015	0.3	0.42	0
chr8_109229563_109229689_-	EIF3E	-0.01	-0.005	-0.12	0.34	0
chr17_39987053_39987132_-	NT5C3B	-0.01	-0.005	-0.12	0.34	0
chr17_39987053_39987142_-	NT5C3B	-0.01	-0.005	-0.12	0.34	0
chr12_96397616_96397759_-	LTA4H	-0.04	-0.035	-0.76	0.65	0
chr5_76760586_76760634_-	WDR41	-0.04	-0.035	-0.76	0.65	0
chr1_115118211_115118372_-	BCAS2	0.01	0.015	0.3	0.42	0
chr5_69372846_69373421_+	SMN2	-0.04	-0.035	-0.76	0.65	0
chr20_2451334_2451499_-	SNRPB	-0.08	-0.075	-1.61	1.27	0
chr8_101727690_101727724_-	PABPC1	-0.01	-0.005	-0.12	0.34	0
chr8_101730411_101730508_-	PABPC1	-0.01	-0.005	-0.12	0.34	0
chr5_138651386_138651427_+	MATR3	0.01	0.015	0.3	0.42	0
chr12_76449813_76451665_-	NAP1L1	-0.01	-0.005	-0.12	0.34	0
chr5_138653285_138653410_+	MATR3	0.01	0.025	0.51	0.52	0
chr6_160209090_160209175_-	TCP1	-0.02	-0.015	-0.33	0.43	0
chr17_47014217_47014295_-	SNF8	0.08	0.085	1.79	1.44	0
chr14_104045708_104045828_+	APOPT1	0.01	0.015	0.3	0.42	0
chr19_39110977_39111075_+	EIF3K	0.01	0.015	0.3	0.42	0
chrX_153197769_153197884_-	NAA10	-0.01	-0.015	-0.33	0.43	0
chrX_16870872_16870998_-	RBBP7	-0.02	-0.015	-0.33	0.43	0
chrX_23697282_23697404_+	PRDX4	-0.01	-0.015	-0.33	0.43	0
chrX_16875717_16875725_-	RBBP7	-0.01	-0.005	-0.12	0.34	0
chr2_174988323_174988403_-	OLA1	-0.02	-0.015	-0.33	0.43	0
chr17_45740455_45740544_+	KPNB1	-0.01	-0.005	-0.12	0.34	0
chr5_1801529_1801663_+	NDUFS6	-0.02	-0.015	-0.33	0.43	0
chr12_98989211_98989439_+	SLC25A3	0.22	0.225	4.76	6.01	3.18
chr20_34295862_34295914_-	RBM39	0.01	0.025	0.51	0.52	0
chr20_48729644_48729676_-	UBE2V1	-0.01	-0.005	-0.12	0.34	0
chr9_111739242_111739328_-	CTNNAL1	-0.01	-0.005	-0.12	0.34	0
chr2_198283620_198283675_-	SF3B1	0.05	0.055	1.15	0.9	0
chr7_151049179_151049279_+	NUB1	0.05	0.055	1.15	0.9	0
chr2_228207461_228207535_+	MFF	0.05	0.055	1.15	0.9	0
chr20_17936009_17936119_-	SNX5	0.01	0.015	0.3	0.42	0
chrX_19372609_19372701_+	PDHA1	0.02	0.015	0.3	0.42	0
chr1_151733927_151734028_-	MRPL9	-0.02	-0.015	-0.33	0.43	0
chr22_36913348_36913540_-	EIF3D	-0.01	-0.005	-0.12	0.34	0
chr5_6609939_6610035_-	NSUN2	-0.01	-0.005	-0.12	0.34	0
chr6_150093184_150093383_+	PCMT1	0.01	0.015	0.3	0.42	0
chr6_7401191_7401283_+	RIOK1	-0.01	-0.005	-0.12	0.34	0
chr9_127624189_127624214_-	RPL35	-0.01	-0.015	-0.33	0.43	0
chr8_109228641_109228742_-	EIF3E	-0.02	-0.015	-0.33	0.43	0
chr8_144671161_144671392_-	EEF1D	0.02	0.015	0.3	0.42	0
chr11_102953477_102953568_-	DCUN1D5	-0.03	-0.025	-0.55	0.54	0
chrX_106882525_106882708_+	PRPS1	-0.02	-0.015	-0.33	0.43	0
chr1_32691772_32691921_+	EIF3I	-0.02	-0.015	-0.33	0.43	0
chr10_105155503_105155831_-	USMG5	0.07	0.075	1.57	1.24	0
chr6_35838058_35838271_-	SRPK1	-0.01	-0.005	-0.12	0.34	0
chrX_106885596_106885720_+	PRPS1	-0.01	-0.005	-0.12	0.34	0
chr5_70356671_70356757_-	GTF2H2	-0.01	0.005	0.09	0.33	0
chrX_53430498_53430604_-	SMC1A	-0.02	-0.015	-0.33	0.43	0
chr5_70357515_70357592_-	GTF2H2	-0.01	0.005	0.09	0.33	0
chr5_70358535_70358623_-	GTF2H2	-0.01	0.005	0.09	0.33	0
chr5_70360952_70361049_-	GTF2H2	0.09	0.105	2.21	1.87	0.19
chr22_38251572_38251651_+	EIF3L	-0.19	-0.185	-3.94	4.39	1.81
chr5_52900637_52900725_+	NDUFS4	0.06	0.065	1.36	1.06	0
chr10_131965183_131965244_+	GLRX3	-0.01	-0.005	-0.12	0.34	0
chr5_68492880_68492936_+	CENPH	0.01	0.015	0.3	0.42	0
chr15_76520054_76520259_-	ETFA	0.01	0.015	0.3	0.42	0
chr19_39123070_39123136_+	EIF3K	-0.03	-0.025	-0.55	0.54	0
chr11_114311378_114311461_+	REXO2	-0.02	-0.015	-0.33	0.43	0
chr6_33258103_33258227_+	PFDN6	-0.01	-0.005	-0.12	0.34	0
chr2_169745736_169745801_-	SPC25	0.01	0.015	0.3	0.42	0
chr17_35980918_35980993_-	DDX52	-0.05	-0.045	-0.97	0.78	0
chr3_47680215_47680270_-	SMARCC1	0.01	0.015	0.3	0.42	0
chr11_108005869_108005969_+	ACAT1	-0.09	-0.085	-1.82	1.46	0.01
chr1_33100369_33100393_-	ZBTB8OS	0.05	0.055	1.15	0.9	0
chr1_155698833_155698913_+	DAP3	-0.01	-0.005	-0.12	0.34	0
chr6_52137099_52137249_-	MCM3	-0.01	-0.005	-0.12	0.34	0
chr19_54710421_54710592_+	RPS9	0.12	0.125	2.63	2.37	0.45
chr5_79933702_79933828_-	DHFR	-0.04	-0.035	-0.76	0.65	0
chr1_155706737_155706854_+	DAP3	-0.01	-0.005	-0.12	0.34	0
chr12_120903430_120903590_-	SRSF9	0.01	0.015	0.3	0.42	0
chr22_41231807_41231891_-	ST13	-0.01	-0.005	-0.12	0.34	0
chr16_70367424_70367723_+	DDX19B	0.01	0.015	0.3	0.42	0
chr16_29465337_29465434_-	BOLA2	-0.03	-0.025	-0.55	0.54	0
chr1_38484925_38485055_+	UTP11L	-0.02	-0.015	-0.33	0.43	0
chr8_67972556_67972780_-	COPS5	0.01	0.015	0.3	0.42	0
chr1_156304659_156304709_-	CCT3	-0.01	-0.005	-0.12	0.34	0
chr9_35101423_35101557_-	STOML2	-0.01	-0.005	-0.12	0.34	0
chrX_133632638_133632714_+	HPRT1	-0.01	-0.005	-0.12	0.34	0
chr22_46202839_46202902_+	ATXN10	-0.02	-0.015	-0.33	0.43	0
chr12_95879655_95879757_+	METAP2	-0.03	-0.025	-0.55	0.54	0
chr7_87839298_87839445_-	SRI	-0.01	-0.005	-0.12	0.34	0
chr14_64905814_64905890_+	MTHFD1	-0.01	-0.005	-0.12	0.34	0
chr7_87840197_87840240_-	SRI	-0.01	-0.005	-0.12	0.34	0
chr7_87844110_87844251_-	SRI	0.01	0.015	0.3	0.42	0
chr8_101718879_101719007_-	PABPC1	-0.07	-0.065	-1.4	1.09	0
chrX_123224704_123224814_+	STAG2	0.01	0.015	0.3	0.42	0
chr2_136700749_136701050_-	DARS	-0.01	-0.005	-0.12	0.34	0
chr15_75219107_75219228_-	COX5A	-0.02	-0.025	-0.55	0.54	0
chr15_75221457_75221573_-	COX5A	0.01	0.015	0.3	0.42	0
chr4_103722630_103722716_-	UBE2D3	0.01	0.015	0.3	0.42	0
chr4_83994359_83994506_+	COPS4	0.01	0.015	0.3	0.42	0
chr16_28399379_28399603_-	EIF3CL	-0.01	-0.015	-0.33	0.43	0
chr12_54737009_54737100_+	COPZ1	-0.04	-0.035	-0.76	0.65	0
chr12_95387946_95388033_-	NDUFA12	0.01	0.015	0.3	0.42	0
chr22_40760884_40761060_+	ADSL	-0.01	-0.005	-0.12	0.34	0
chr20_20006321_20006411_+	NAA20	-0.01	-0.005	-0.12	0.34	0
chr1_113196220_113196283_+	CAPZA1	-0.01	-0.005	-0.12	0.34	0
chr5_10250649_10251005_+	CCT5	0.01	0.015	0.3	0.42	0
chr16_70367424_70367682_+	DDX19B	0.01	0.015	0.3	0.42	0
chr4_122737524_122737602_+	EXOSC9	-0.04	-0.035	-0.76	0.65	0
chr4_84379499_84379582_+	MRPS18C	0.02	0.025	0.51	0.52	0
chrX_84501936_84502189_+	ZNF711	0.07	0.065	1.36	1.06	0
chr19_50188011_50188098_+	PRMT1	0.01	0.015	0.3	0.42	0
chr11_32610558_32610681_+	EIF3M	-0.02	-0.015	-0.33	0.43	0
chr7_6852607_6852668_-	CCZ1B	-0.02	-0.015	-0.33	0.43	0
chr11_75116658_75116736_+	RPS3	-0.01	-0.005	-0.12	0.34	0
chr10_27404989_27405062_-	YME1L1	-0.01	-0.005	-0.12	0.34	0
chr19_44733886_44733969_+	ZNF227	-0.03	-0.025	-0.55	0.54	0
chr3_183898433_183898438_+	AP2M1	-0.06	-0.055	-1.18	0.92	0
chr16_70367424_70367598_+	DDX19B	0.01	0.015	0.3	0.42	0
chr2_203152383_203152447_+	NOP58	-0.03	-0.025	-0.55	0.54	0
chr5_134705726_134705832_-	H2AFY	0.02	0.025	0.51	0.52	0
chr12_10875449_10875906_-	YBX3	-0.01	-0.005	-0.12	0.34	0
chr19_35996620_35996667_-	DMKN	-0.01	-0.005	-0.12	0.34	0
chr16_70367424_70367875_+	DDX19B	0.01	0.015	0.3	0.42	0
chr6_150093150_150093383_+	PCMT1	0.01	0.015	0.3	0.42	0
chr5_115238582_115238689_+	AP3S1	0.01	0.015	0.3	0.42	0
chr10_95451766_95451850_-	FRA10AC1	-0.11	-0.105	-2.24	1.9	0.19
chr16_66844277_66844316_-	NAE1	-0.01	-0.005	-0.12	0.34	0
chr9_127624189_127624240_-	RPL35	-0.01	-0.015	-0.33	0.43	0
chrX_16852406_16852480_+	TXLNG	-0.01	-0.005	-0.12	0.34	0
chrX_123215230_123215378_+	STAG2	-0.01	-0.005	-0.12	0.34	0
chr14_70809375_70809446_-	COX16	0.04	0.045	0.94	0.76	0
chr5_112200154_112200225_+	SRP19	0.01	0.015	0.3	0.42	0
chr12_10765239_10765577_-	MAGOHB	0.1	0.115	2.42	2.11	0.31
chr1_161182141_161182270_+	NDUFS2	-0.01	-0.005	-0.12	0.34	0
chr10_12226888_12226955_-	NUDT5	-0.01	-0.005	-0.12	0.34	0
chr1_36927689_36927764_-	MRPS15	-0.04	-0.035	-0.76	0.65	0
chr20_32681481_32681537_-	EIF2S2	-0.02	-0.015	-0.33	0.43	0
chr5_6606933_6607025_-	NSUN2	-0.01	-0.005	-0.12	0.34	0
chr6_86328536_86328657_-	SYNCRIP	-0.01	-0.005	-0.12	0.34	0
chr8_74872000_74872053_-	TCEB1	-0.01	-0.005	-0.12	0.34	0
chrX_16773068_16773216_+	SYAP1	-0.01	-0.005	-0.12	0.34	0
chr10_127524673_127525122_+	BCCIP	-0.06	-0.055	-1.18	0.92	0
chr11_2975531_2975640_-	NAP1L4	0.02	0.025	0.51	0.52	0
chr5_96066484_96066564_+	CAST	0.01	0.015	0.3	0.42	0
chr11_34104372_34104424_+	CAPRIN1	-0.03	-0.025	-0.55	0.54	0
chrX_24078205_24078299_+	EIF2S3	-0.01	-0.005	-0.12	0.34	0
chr5_68498333_68498396_+	CENPH	-0.01	-0.005	-0.12	0.34	0
chr11_114311393_114311461_+	REXO2	-0.03	-0.025	-0.55	0.54	0
chrX_84500909_84501028_+	ZNF711	0.01	0.005	0.09	0.33	0
chr17_34160911_34160945_+	TAF15	-0.13	-0.125	-2.67	2.42	0.48
chr18_48442538_48442613_+	ME2	-0.06	-0.055	-1.18	0.92	0
chr16_70367424_70367729_+	DDX19B	0.01	0.015	0.3	0.42	0
chr11_75116658_75116724_+	RPS3	-0.01	-0.005	-0.12	0.34	0
chr9_117354832_117354932_+	ATP6V1G1	0.01	0.015	0.3	0.42	0
chr5_134696187_134696294_-	H2AFY	0.02	0.025	0.51	0.52	0
chr13_28006868_28006941_+	GTF3A	-0.06	-0.055	-1.18	0.92	0
chr2_203096266_203096455_-	SUMO1	0.01	0.015	0.3	0.42	0
chr2_203142935_203143052_+	NOP58	0.04	0.045	0.94	0.76	0
chr5_137903338_137903411_-	HSPA9	-0.01	-0.005	-0.12	0.34	0
chr3_122087023_122087169_-	CCDC58	-0.01	-0.005	-0.12	0.34	0
chr1_150318494_150318612_+	PRPF3	0.01	0.015	0.3	0.42	0
chr17_74731854_74731957_-	SRSF2	0.54	0.555	11.75	31.45	26.77
chr17_43159012_43159120_+	NMT1	0.01	0.015	0.3	0.42	0
chr8_74876722_74876860_-	TCEB1	0.02	0.025	0.51	0.52	0
chr20_2640345_2640439_-	IDH3B	-0.03	-0.025	-0.55	0.54	0
chr1_242052767_242053237_+	EXO1	-0.01	-0.005	-0.12	0.34	0
chr3_180679256_180679342_+	FXR1	-0.03	-0.025	-0.55	0.54	0
chr9_70475019_70475078_-	CBWD5	-0.2	-0.175	-3.73	4.02	1.5
chr16_30077093_30077248_+	ALDOA	-0.03	-0.025	-0.55	0.54	0
chr17_39985042_39985204_-	NT5C3B	-0.06	-0.055	-1.18	0.92	0
chr5_68491544_68491618_+	CENPH	-0.01	-0.005	-0.12	0.34	0
chr5_68858500_68858597_+	GTF2H2C	0.06	0.065	1.36	1.06	0
chrX_53430709_53430825_-	SMC1A	-0.03	-0.025	-0.55	0.54	0
chr5_137846254_137846318_-	ETF1	-0.01	-0.005	-0.12	0.34	0
chrX_21990015_21990108_+	SMS	0.01	0.015	0.3	0.42	0
chr11_108014710_108014774_+	ACAT1	0.01	0.005	0.09	0.33	0
chr13_37580252_37580297_+	EXOSC8	-0.01	-0.005	-0.12	0.34	0
chr19_38866992_38867094_+	PSMD8	-0.03	-0.025	-0.55	0.54	0
chr2_15761189_15761240_+	DDX1	-0.01	-0.005	-0.12	0.34	0
chr20_30125982_30126064_+	HM13	-0.01	-0.005	-0.12	0.34	0
chr16_70367424_70367726_+	DDX19B	0.01	0.015	0.3	0.42	0
chr8_74881795_74881908_-	TCEB1	-0.01	-0.005	-0.12	0.34	0
chrX_133634060_133634698_+	HPRT1	-0.02	-0.015	-0.33	0.43	0
chr15_75230029_75230117_-	COX5A	0.01	0.005	0.09	0.33	0
chr12_10761697_10761982_-	MAGOHB	0.12	0.135	2.85	2.66	0.64
chr18_77737598_77737701_-	TXNL4A	0.02	0.025	0.51	0.52	0
chr21_40717756_40718454_-	HMGN1	0.03	0.035	0.54	0.53	0
chr10_7838084_7838118_+	ATP5C1	-0.11	-0.105	-1.83	1.47	0.01
chr10_79800373_79800455_+	RPS24	0.01	0.015	0.2	0.38	0
chr11_93466253_93466287_-	TAF1D	0.01	0.035	0.54	0.53	0
chr6_18244739_18244834_-	DEK	0.03	0.035	0.54	0.53	0
chr21_40717756_40717884_-	HMGN1	0.04	0.045	0.71	0.62	0
chrX_16871805_16871965_-	RBBP7	-0.01	-0.005	-0.14	0.35	0
chr5_179043900_179043959_-	HNRNPH1	-0.04	-0.035	-0.65	0.59	0
chrX_16881078_16881223_-	RBBP7	-0.01	-0.005	-0.14	0.35	0
